"","SAMPLE_ID","CLAY","SILT","SAND","SOC","CaCO3","N","P","K","CEC","GPS_PROJ","GPS_LAT","GPS_LONG","LC1","LC2","LU1","LU2","MINERAL","COUNTRY"
"200","13396",20,43,37,28.8,2,2.8,97,396.6,15.8,"WGS84",45.40979,9.04348,"B16","8","U111","8","mineral","ITALY"
"201","13397",16,27,57,16.6,0,1.8,12.2,107.3,9.1,"WGS84",45.39169,9.06944,"B17","8","U111","8","mineral","ITALY"
"202","13398",22,40,38,18.7,4,1.4,16.4,57.8,17.8,"WGS84",45.61061,9.37282,"C20","8","U350","8","mineral","ITALY"
"203","13399",17,68,15,10.4,0,1,20.5,115.9,3.1,"WGS84",45.62947,9.44941,"B13","8","U111","8","mineral","ITALY"
"204","13400",21,39,41,21.7,3,2.4,82.4,400.1,12.9,"WGS84",45.52084,9.42487,"E20","8","U111","8","mineral","ITALY"
"205","13401",25,52,23,29.3,2,2.7,0,73.8,16.9,"WGS84",45.51974,9.24599,"E20","8","U361","8","mineral","ITALY"
"206","13408",18,31,51,15.2,1,1.5,65,183.4,5.6,"WGS84",45.51545,8.78591,"B32","8","U111","8","mineral","ITALY"
"207","13409",10,23,67,7,1,1,48.4,215.7,3.6,"WGS84",45.31852,8.9685,"B16","8","U111","8","mineral","ITALY"
"208","13410",27,58,15,16.5,0,1.7,0,95.1,7.6,"WGS84",45.664304,9.29513,"C10","8","U111","8","mineral","ITALY"
"209","13411",19,52,29,14.4,0,1.6,10.6,69.7,9.4,"WGS84",45.64552,9.19305,"E10","8","U312","8","mineral","ITALY"
"210","13412",8,23,69,53.9,0,4.2,28.1,65.5,6.7,"WGS84",45.42593,8.83895,"C10","8","U400","8","mineral","ITALY"
"211","13413",11,30,59,18.4,54,1.5,0,56,15,"WGS84",46.23822,11.0231,"E20","8","U362","8","mineral","ITALY"
"212","13414",9,36,55,25,146,1.5,33.3,47.9,15.3,"WGS84",46.20115,11.12594,"B82","E10","U111","8","mineral","ITALY"
"213","13415",29,40,31,26.9,26,2.5,33.6,256,23.1,"WGS84",46.29205,11.05008,"B71","E10","U111","8","mineral","ITALY"
"214","13416",9,36,54,39.3,548,0.2,0,48.7,9.3,"WGS84",46.25458,11.17883,"C10","8","U400","8","mineral","ITALY"
"215","13417",15,47,38,24.7,286,2.3,11,87.2,20.3,"WGS84",45.89711,10.88821,"B75","E10","U111","8","mineral","ITALY"
"216","13418",49,43,8,171.2,17,12.3,16.2,130,74.9,"WGS84",45.84197,10.96217,"C10","8","U120","8","organic","ITALY"
"217","13419",15,33,51,27.9,263,1.9,45.4,329.1,23.7,"WGS84",45.93174,11.04307,"B82","E10","U111","8","mineral","ITALY"
"218","13420",16,37,47,33.8,348,2.6,64.9,182.4,21.3,"WGS84",45.895978,11.016629,"B82","E10","U111","8","mineral","ITALY"
"219","13421",17,26,57,129.2,528,7,11,0,38.2,"WGS84",46.0585,10.9426,"C20","8","U120","8","organic","ITALY"
"220","13422",12,40,48,31.3,0,3.2,58.7,14.1,13,"WGS84",46.618946,10.743508,"B71","E10","U111","8","mineral","ITALY"
"221","13423",14,37,49,67.7,0,6.5,36.5,125.1,30.7,"WGS84",46.63488,10.97847,"B71","E10","U111","8","mineral","ITALY"
"222","13424",15,32,54,16.5,168,1.2,0,75.1,14.5,"WGS84",46.4538,11.10545,"B73","E10","U111","8","mineral","ITALY"
"223","13426",17,22,61,40.2,0,3.1,43,359,19.8,"WGS84",46.09134,11.27866,"B75","8","U111","8","mineral","ITALY"
"224","13427",27,60,12,21.5,202,1.9,0,171.2,17.2,"WGS84",46.32605,11.23239,"B82","E10","U111","8","mineral","ITALY"
"225","13428",10,28,62,22.2,4,2.3,38.7,99.1,10.1,"WGS84",46.61539,11.13468,"B71","E10","U111","8","mineral","ITALY"
"226","13429",11,43,46,18.7,3,1.9,23.6,46.6,15.9,"WGS84",46.67017,11.05762,"E20","8","U400","8","mineral","ITALY"
"227","13430",30,55,15,28.9,98,2.1,0,143.2,20.9,"WGS84",46.39816,11.23401,"B71","E10","U111","8","mineral","ITALY"
"228","13431",14,36,50,44.7,3,3.5,68.6,117.9,20.3,"WGS84",46.65106,11.16164,"B71","E10","U111","8","mineral","ITALY"
"229","13432",25,41,34,112.5,169,8.7,24.5,77.3,50.1,"WGS84",45.98876,10.68327,"E20","8","U111","8","organic","ITALY"
"230","13433",26,48,26,50.4,34,5,0,124.6,34.2,"WGS84",45.93503,10.63103,"E10","8","U111","8","mineral","ITALY"
"231","13434",23,44,32,93.6,0,6.1,24.3,104.5,10.1,"WGS84",45.6232,8.75776,"C10","8","U120","U361","mineral","ITALY"
"232","13435",23,37,39,48.8,0,4.2,27.3,105,8.6,"WGS84",45.645,8.96257,"C10","8","U120","8","mineral","ITALY"
"233","13436",20,55,25,26.6,1,2.2,25.5,352.9,10.3,"WGS84",45.69654,8.85886,"B16","8","U111","8","mineral","ITALY"
"234","13437",14,43,43,41.7,1,2.9,27.9,136.2,4.5,"WGS84",45.69452,8.67935,"B13","8","U111","8","mineral","ITALY"
"235","13439",19,66,16,11,0,1.2,34.9,66.4,11.8,"WGS84",45.04259,8.46679,"B55","8","U111","8","mineral","ITALY"
"236","13440",13,52,35,12.3,4,1.4,36.1,81.1,11.8,"WGS84",45.16969,8.53961,"B17","8","U111","8","mineral","ITALY"
"237","13441",46,50,4,16.8,218,1.5,0,164.2,29.7,"WGS84",45.11275,8.33792,"B11","8","U111","8","mineral","ITALY"
"238","13442",42,48,10,48.9,212,4.9,12.9,324.6,38,"WGS84",45.12953,8.2613,"C30","8","U120","8","mineral","ITALY"
"239","13445",38,49,14,8.4,227,1,0,201,27.5,"WGS84",45.04104,8.36542,"B82","E10","U111","8","mineral","ITALY"
"240","13447",25,53,22,14.4,108,1.8,0,219.7,23,"WGS84",44.68161,8.4514,"E20","8","U111","8","mineral","ITALY"
"241","13448",29,48,23,18.8,268,1.8,31.3,348.3,19.4,"WGS84",44.08173,11.83144,"E20","8","U111","8","mineral","ITALY"
"242","13449",31,53,16,15.8,179,1.7,0,138.9,22.7,"WGS84",43.9371,11.8517,"E20","8","U111","8","mineral","ITALY"
"243","13450",37,52,11,20.1,81,1.9,11.9,172.8,33.4,"WGS84",44.09042,12.30525,"B81","E10","U111","8","mineral","ITALY"
"244","13451",38,49,13,8.8,77,1.1,22.4,299.9,27.2,"WGS84",44.26257,11.81229,"B82","E10","U111","8","mineral","ITALY"
"245","13452",24,45,31,7.9,56,1,10.6,150.4,18.5,"WGS84",44.18583,12.05931,"B52","8","U111","8","mineral","ITALY"
"246","13453",33,58,10,25.4,192,2.5,76.1,849.1,23.9,"WGS84",44.38788,11.86629,"B11","8","U111","8","mineral","ITALY"
"247","13455",25,52,23,23.9,171,2.4,94.4,971.4,19.9,"WGS84",44.45972,11.8687,"B12","8","U111","8","mineral","ITALY"
"248","13456",24,65,11,21.3,63,2,36,416.6,19.9,"WGS84",44.7484,11.87831,"B74","E10","U111","8","mineral","ITALY"
"249","13457",75,24,1,78.2,28,5.9,26.6,411.3,53.9,"WGS84",44.69342,11.92685,"B11","8","U111","8","mineral","ITALY"
"250","13458",37,58,6,10.8,148,1.3,10.7,243.4,24.4,"WGS84",44.25742,12.08701,"B11","8","U111","8","mineral","ITALY"
"251","13459",51,39,10,17.8,219,2,32,518.5,26.8,"WGS84",44.25265,12.31192,"B11","8","U111","8","mineral","ITALY"
"252","13460",5,10,86,6.2,37,0.7,44.9,34.8,8,"WGS84",44.88615,12.18583,"B21","8","U111","8","mineral","ITALY"
"253","13462",52,47,1,13.5,240,1.5,14.5,307.8,27.1,"WGS84",44.30783,12.26406,"B11","8","U111","8","mineral","ITALY"
"254","13463",40,53,7,9.3,247,1.1,0,206.4,23.1,"WGS84",44.29993,11.73831,"B11","8","U111","8","mineral","ITALY"
"255","13464",28,64,8,20.3,237,1.9,10.5,285.4,19.2,"WGS84",44.56074,12.24899,"B11","8","U111","8","mineral","ITALY"
"256","13475",23,58,19,11.7,165,1.2,34.5,358.5,15.4,"WGS84",44.34911,12.01514,"B11","8","U111","8","mineral","ITALY"
"257","13476",30,59,11,71,162,6.7,189.1,807.2,32.8,"WGS84",44.29583,11.96326,"B82","E10","U111","8","mineral","ITALY"
"258","13477",9,12,79,9.2,72,0.9,21.6,72.3,10.2,"WGS84",44.90383,12.23812,"B33","8","U111","8","mineral","ITALY"
"259","13478",6,9,85,12.4,81,1.1,47.1,51.5,8.4,"WGS84",44.76313,12.15485,"B42","8","U111","8","mineral","ITALY"
"260","13479",31,58,11,20.7,178,2.1,18.3,382.9,19.5,"WGS84",44.38604,11.96655,"B75","E10","U111","8","mineral","ITALY"
"261","13480",68,29,3,160.3,13,9.5,0,269.6,76.7,"WGS84",44.67254,12.07722,"B33","8","U111","8","mineral","ITALY"
"262","13482",28,52,20,7.8,132,1.1,24.5,132.9,19.6,"WGS84",44.7141,11.82463,"B16","8","U111","8","mineral","ITALY"
"263","13483",56,43,1,7.6,282,1.1,0,259.7,21.6,"WGS84",43.95652,12.62336,"B11","8","U111","8","mineral","ITALY"
"264","13484",41,45,14,10.7,319,1.2,16.6,286.3,21,"WGS84",44.01276,12.50126,"B11","8","U111","8","mineral","ITALY"
"265","13485",54,44,2,10.9,156,1.3,25.8,409.7,26.6,"WGS84",44.55106,11.82139,"B42","8","U111","8","mineral","ITALY"
"266","13486",41,49,10,14.5,356,1.4,17.1,499.9,24.5,"WGS84",44.0385,12.12805,"B13","8","U111","8","mineral","ITALY"
"267","13487",16,47,37,15.8,178,1.2,17.3,166.1,14.5,"WGS84",44.12601,12.30748,"B16","8","U111","8","mineral","ITALY"
"268","13489",54,45,1,28.1,53,2.5,20.7,16.4,37.2,"WGS84",44.99216,11.25325,"B43","8","U111","8","mineral","ITALY"
"269","13490",54,43,3,20.3,122,2.4,41.6,708.7,31.2,"WGS84",44.95916,10.97417,"B52","8","U111","8","mineral","ITALY"
"270","13492",39,50,11,15.1,101,1.6,41.6,366.9,26.9,"WGS84",45.10357,10.95134,"B11","8","U111","8","mineral","ITALY"
"271","13494",24,55,20,11.8,171,1.1,12.5,166.5,21.7,"WGS84",45.23016,10.90268,"B11","8","U111","8","mineral","ITALY"
"272","13495",25,39,37,48.4,211,4.5,137.6,678.4,26.2,"WGS84",45.23117,10.77554,"B54","8","U111","8","mineral","ITALY"
"273","13496",16,30,54,20.1,180,2.2,91.9,134.3,18.1,"WGS84",45.3223,10.62401,"B16","8","U111","8","mineral","ITALY"
"274","13497",23,45,33,15.4,175,1.5,41.1,232,19.9,"WGS84",45.21497,10.47028,"B11","8","U111","8","mineral","ITALY"
"275","13499",23,61,16,12.2,75,1.2,11.5,299,18.3,"WGS84",45.1416,10.69813,"B16","8","U111","8","mineral","ITALY"
"276","13501",21,38,41,19.8,14,2.1,15.6,134.7,17.1,"WGS84",45.39544,10.44627,"E20","8","U111","8","mineral","ITALY"
"277","13503",38,58,4,12.5,143,1.5,0,255.9,21.9,"WGS84",44.97971,10.64549,"B22","8","U111","8","mineral","ITALY"
"278","13504",55,43,2,17.2,24,1.9,14.2,221.3,42.8,"WGS84",44.98,10.59484,"B16","8","U111","8","mineral","ITALY"
"279","13506",20,47,34,10.7,43,1,17.8,131,13.1,"WGS84",45.10696,10.44399,"B22","8","U111","8","mineral","ITALY"
"280","13507",28,56,16,12.4,8,1.4,30.2,127.5,17.9,"WGS84",45.16138,10.34286,"B16","8","U111","8","mineral","ITALY"
"281","13510",46,32,22,17.1,0,2,25.1,161.2,28.7,"WGS84",45.07128,10.21748,"B16","8","U111","8","mineral","ITALY"
"282","13511",21,60,20,14.7,2,1.8,136.2,433.7,13.8,"WGS84",45.12577,10.16503,"B16","8","U111","8","mineral","ITALY"
"283","13512",21,58,21,11.3,3,1.4,52.4,127.4,16.5,"WGS84",45.17965,9.98755,"B16","8","U111","8","mineral","ITALY"
"284","13513",16,46,38,11.8,0,1.5,30,111.5,9.7,"WGS84",45.21601,9.96187,"B16","8","U111","8","mineral","ITALY"
"285","13514",16,28,56,14.1,16,1.6,121.8,346.1,11.1,"WGS84",45.26969,9.81029,"B16","8","U111","8","mineral","ITALY"
"286","13515",16,38,46,13.7,1,1.6,48.2,93.2,10.3,"WGS84",45.43127,9.57916,"B16","8","U111","8","mineral","ITALY"
"287","13516",20,31,49,13.1,23,1.7,66.7,176,13.3,"WGS84",45.34251,9.75857,"B16","8","U111","8","mineral","ITALY"
"288","13517",9,16,76,6,0,0.8,47.8,72.6,5.5,"WGS84",45.30587,9.78352,"B55","8","U111","8","mineral","ITALY"
"289","13518",11,56,33,11.8,116,1,25.6,54,11.6,"WGS84",44.94472,10.44269,"C10","8","U120","8","mineral","ITALY"
"290","13519",NA,NA,NA,209.4,2,7.4,75.3,133.3,20.1,"WGS84",46.80278,11.89793,"C20","8","U120","8","organic","ITALY"
"291","13520",8,31,61,12.7,17,1.2,130.2,150.8,7.7,"WGS84",46.73462,11.66023,"B82","E10","U111","8","mineral","ITALY"
"292","13521",12,28,60,18.1,23,1.5,35.6,164.6,13.1,"WGS84",46.50355,11.44471,"B82","E10","U111","8","mineral","ITALY"
"293","13522",17,27,56,41.4,2,4.1,50.4,342.4,21.2,"WGS84",46.55897,11.34196,"E20","8","U111","8","mineral","ITALY"
"294","13524",16,43,41,33.3,42,3,49.2,145.1,20.4,"WGS84",46.12939,11.0986,"B82","E10","U111","8","mineral","ITALY"
"295","13526",13,30,57,24.3,17,2.3,52.5,203.4,17.5,"WGS84",46.48723,11.31416,"B71","E10","U111","8","mineral","ITALY"
"296","13531",12,26,63,24.4,1,1.7,0,129,7.1,"WGS84",45.82762,10.52759,"C10","8","U120","8","mineral","ITALY"
"297","13532",20,54,25,18.6,252,1.2,14.2,84.5,15.2,"WGS84",45.34219,11.94928,"B16","8","U111","8","mineral","ITALY"
"298","13533",26,56,18,18.3,174,1.2,36.3,153.3,17.5,"WGS84",45.32462,11.87235,"B16","8","U111","8","mineral","ITALY"
"299","13534",75,24,1,83.4,6,5.6,38.5,397.5,86.3,"WGS84",45.29211,11.74385,"B16","8","U111","8","mineral","ITALY"
"300","13535",21,63,16,11.7,0,1.4,12.9,86.4,17.9,"WGS84",45.4183,11.72229,"E20","8","U111","8","mineral","ITALY"
"301","13536",26,52,22,7.4,73,1.1,0,102.3,16.6,"WGS84",45.524324,11.8536,"B16","8","U111","8","mineral","ITALY"
"302","13537",19,69,12,7.2,239,0.7,0,43,8.9,"WGS84",45.24762,12.17509,"B16","8","U111","8","mineral","ITALY"
"303","13538",19,57,24,9.4,121,0.9,10.2,69.5,18.7,"WGS84",45.2326,12.02191,"E10","8","U370","8","mineral","ITALY"
"304","13539",11,48,41,12.6,113,1.1,23.1,101.8,11.2,"WGS84",45.19989,11.84263,"B43","8","U111","8","mineral","ITALY"
"305","13540",49,45,6,27.5,21,2.6,0,273.3,31.7,"WGS84",45.16899,11.51285,"B11","8","U111","8","mineral","ITALY"
"306","13541",16,61,23,16.8,94,1.4,10.2,80.7,14.2,"WGS84",45.20442,11.56312,"E20","8","U111","8","mineral","ITALY"
"307","13542",23,53,24,25,106,1.8,54.7,265.6,21,"WGS84",45.14798,11.71391,"E30","8","U370","8","mineral","ITALY"
"308","13543",29,55,16,10.7,135,1.2,43.8,190.1,27.4,"WGS84",45.1471,11.76474,"B16","8","U111","8","mineral","ITALY"
"309","13544",16,42,42,11.7,2,1.5,86.5,187.2,12.6,"WGS84",45.62943,12.01086,"B16","8","U111","8","mineral","ITALY"
"310","13545",21,47,33,13.3,28,1.4,0,80.7,17.1,"WGS84",45.59346,12.00951,"B53","8","U111","8","mineral","ITALY"
"311","13546",33,65,2,7.7,126,1.1,0,156.9,18.9,"WGS84",44.7015,8.57699,"F00","8","U112","8","mineral","ITALY"
"312","13547",15,67,18,6.5,1,1,32,80.3,9.5,"WGS84",44.84465,8.49748,"B72","E10","U111","8","mineral","ITALY"
"313","13548",24,61,15,9,1,1.2,11.5,75.5,12.9,"WGS84",44.79325,8.7007,"B32","8","U111","8","mineral","ITALY"
"314","13549",16,79,6,6.8,0,0.8,11.3,51.8,8,"WGS84",44.75658,8.6511,"B55","8","U111","8","mineral","ITALY"
"315","13551",33,60,6,11.1,11,1.2,14.3,139.7,24.7,"WGS84",44.90112,8.67286,"B42","8","U111","8","mineral","ITALY"
"316","13552",17,56,27,9.1,0,1.1,21,96.7,6.1,"WGS84",44.79448,8.80157,"B11","8","U111","8","mineral","ITALY"
"317","13553",14,80,6,14,0,1.6,14.4,119.7,12.3,"WGS84",44.74012,8.77754,"E20","8","U111","8","mineral","ITALY"
"318","13554",16,47,37,11.9,72,1.2,16.1,107.1,9,"WGS84",44.81271,8.87697,"C10","8","U111","8","mineral","ITALY"
"319","13555",32,51,17,18.4,188,2,30,425.2,23.5,"WGS84",44.85074,9.00247,"B75","E10","U111","8","mineral","ITALY"
"320","13556",46,47,7,17,158,1.6,20.1,534.5,24.7,"WGS84",44.85107,8.89942,"B11","8","U111","8","mineral","ITALY"
"321","13557",23,46,31,17.7,13,1.7,86.9,293.5,14.4,"WGS84",44.9024,8.77403,"E30","8","U112","8","mineral","ITALY"
"322","13558",21,69,10,13.2,90,1.7,24.6,236.1,17.7,"WGS84",44.99279,8.7973,"B16","8","U111","8","mineral","ITALY"
"323","13559",47,46,7,16.3,58,2,25,387.1,27.1,"WGS84",44.92212,8.92529,"B52","8","U111","8","mineral","ITALY"
"324","13561",41,54,5,104.9,193,6.2,19.5,324.8,55.7,"WGS84",44.65124,9.1082,"C10","8","U120","8","organic","ITALY"
"325","13562",32,65,3,11.1,112,1.1,0,248,19.3,"WGS84",44.73651,8.50039,"B82","E10","U111","8","mineral","ITALY"
"326","13563",31,44,25,18.5,1,2.2,75.8,185.7,16,"WGS84",45.468131,9.78295,"B52","8","U111","8","mineral","ITALY"
"327","13566",28,39,33,15.6,2,1.8,24.6,142.9,15.1,"WGS84",45.57573,9.60342,"E30","8","U112","8","mineral","ITALY"
"328","13567",32,55,13,19.7,19,1.9,33.2,142.8,20.5,"WGS84",45.52187,9.65491,"B16","8","U111","8","mineral","ITALY"
"329","13568",15,64,21,11.4,19,1.2,16.8,143,11.3,"WGS84",45.70183,9.60249,"B13","8","U111","8","mineral","ITALY"
"330","13569",29,51,20,17.6,6,1.7,0,176.5,14.6,"WGS84",45.72004,9.62803,"C30","8","U400","8","mineral","ITALY"
"331","13570",59,37,3,26.2,12,2.8,72.6,572.2,35.5,"WGS84",45.70254,9.78187,"C10","8","U400","8","mineral","ITALY"
"332","13571",12,33,55,33,126,2.2,0,38,13.4,"WGS84",45.93685,9.9356,"E20","8","U111","8","mineral","ITALY"
"333","13572",19,59,21,34.9,87,3,134,154.5,21.4,"WGS84",45.81068,9.88431,"E20","8","U370","8","mineral","ITALY"
"334","13574",21,39,40,17.9,50,1.6,24,135.3,13,"WGS84",45.57629,9.78249,"B11","8","U111","8","mineral","ITALY"
"335","13575",18,44,38,29.7,125,1.7,35.6,163.3,12.8,"WGS84",45.50412,9.75723,"B52","8","U111","8","mineral","ITALY"
"336","13576",31,49,20,15.5,77,1.6,0,67.3,18.9,"WGS84",45.43217,9.80861,"E30","8","U112","8","mineral","ITALY"
"337","13577",20,39,41,24.6,1,2.5,40.6,222.8,10.9,"WGS84",44.39516,7.60714,"B74","E10","U111","8","mineral","ITALY"
"338","13578",26,53,21,15.1,0,2,10.8,79,12.1,"WGS84",44.41022,7.4811,"B16","8","U111","8","mineral","ITALY"
"339","13579",17,47,36,11.6,0,1.3,45.8,131.7,7.1,"WGS84",44.50329,7.60259,"B16","8","U111","8","mineral","ITALY"
"340","13580",10,34,57,20.9,85,1.9,16.2,74.3,9.8,"WGS84",44.53758,7.5257,"B55","8","U111","8","mineral","ITALY"
"341","13581",15,43,42,15.4,0,1.8,50.7,209.9,11.8,"WGS84",44.59104,7.49823,"B75","E10","U111","8","mineral","ITALY"
"342","13582",22,41,38,30.4,1,3.3,0,41.3,21.1,"WGS84",44.66316,7.49506,"E20","8","U111","8","mineral","ITALY"
"343","13583",3,17,80,18,0,2,59.7,164.7,7.6,"WGS84",44.64392,7.44554,"B71","E10","U111","8","mineral","ITALY"
"344","13584",18,40,41,28.9,0,2.9,13.8,82.5,11.2,"WGS84",44.73018,7.29031,"E20","8","U111","8","mineral","ITALY"
"345","13585",7,30,63,15.5,1,1.4,13.7,59,14.3,"WGS84",44.55293,7.4252,"C30","8","U400","8","mineral","ITALY"
"346","13586",27,59,14,38.9,1,3.8,29.3,404.3,20.4,"WGS84",44.34109,7.6094,"B74","E10","U111","8","mineral","ITALY"
"347","13587",16,44,41,12.4,1,1.4,33,99,8.4,"WGS84",44.36082,7.68372,"B16","8","U111","8","mineral","ITALY"
"348","13588",16,38,45,18.8,2,2,14.5,109.1,8.6,"WGS84",44.33565,7.38428,"E20","8","U111","8","mineral","ITALY"
"349","13589",20,38,42,29.4,0,2.2,0,146.3,7.6,"WGS84",44.35414,7.40812,"C10","8","U120","8","mineral","ITALY"
"350","13590",15,34,50,127.2,1,5.3,18.8,136,24.6,"WGS84",44.31192,7.93595,"C10","8","U120","8","organic","ITALY"
"351","13591",10,23,66,35.6,0,2.5,22.3,126.1,6.7,"WGS84",44.58657,7.32231,"C10","8","U120","8","mineral","ITALY"
"352","13592",11,27,62,30.7,1,2.4,11.2,435.9,11.8,"WGS84",44.65746,7.26871,"C10","8","U400","8","mineral","ITALY"
"353","13593",37,50,13,33.2,2,2.7,0,188.8,23.3,"WGS84",44.16616,10.91072,"C10","8","U400","8","mineral","ITALY"
"354","13594",41,51,8,10.2,162,1.2,0,290.8,31.4,"WGS84",44.434497,11.140638,"B52","8","U111","8","mineral","ITALY"
"355","13595",36,53,11,16.5,5,1.8,0,173.4,27.4,"WGS84",44.43499,11.09058,"B82","E10","U111","8","mineral","ITALY"
"356","13596",40,52,8,35.7,26,3.1,11.6,365.3,31.9,"WGS84",44.39893,11.08983,"D10","8","U400","8","mineral","ITALY"
"357","13597",31,58,11,9.3,123,1.3,11.6,167.4,22.5,"WGS84",44.52435,11.16755,"B19","8","U111","8","mineral","ITALY"
"358","13598",59,33,8,12.6,0,1.5,0,552.9,32.4,"WGS84",44.33955,11.51426,"E10","8","U111","8","mineral","ITALY"
"359","13601",30,54,16,12.1,138,1.6,0,250.9,27.5,"WGS84",44.26947,11.36241,"B52","8","U111","8","mineral","ITALY"
"360","13602",26,57,17,13.8,119,1.1,45.1,167.7,15.8,"WGS84",44.91381,11.55804,"B16","8","U111","8","mineral","ITALY"
"361","13603",22,57,20,10.5,85,1.1,13,91.9,19.1,"WGS84",44.91785,11.42866,"B22","8","U111","8","mineral","ITALY"
"362","13604",26,40,35,7.7,80,1,11,124.5,18.3,"WGS84",44.71956,11.42367,"B19","8","U111","8","mineral","ITALY"
"363","13605",25,51,23,15.8,190,1.5,13.3,153.3,14.3,"WGS84",44.75837,11.14708,"B42","8","U111","8","mineral","ITALY"
"364","13606",44,53,3,13.3,110,1.5,0,258.8,21.3,"WGS84",44.64938,11.27084,"B12","8","U111","8","mineral","ITALY"
"365","13607",28,59,13,13.2,113,1.6,0,216.6,17.8,"WGS84",44.84364,11.5781,"B43","8","U113","8","mineral","ITALY"
"366","13608",33,59,8,13.4,141,1.6,27.3,378.3,20.8,"WGS84",44.61362,11.24487,"B19","8","U111","8","mineral","ITALY"
"367","13609",54,36,10,14.2,15,1.7,44,381.1,39.5,"WGS84",44.42929,11.54167,"B19","8","U111","8","mineral","ITALY"
"368","13610",44,53,3,14.3,108,1.7,19,154.5,28,"WGS84",44.78448,11.87943,"B22","8","U111","8","mineral","ITALY"
"369","13611",78,20,2,74.7,0,5.6,24.3,365.8,28.3,"WGS84",44.85566,11.93237,"B11","8","U111","8","mineral","ITALY"
"370","13612",17,28,55,11.5,100,1.4,18.4,422.1,13.5,"WGS84",44.87461,11.88249,"B72","E10","U111","8","mineral","ITALY"
"371","13613",25,62,13,10.2,128,1.3,25.4,127.1,18.8,"WGS84",44.89371,11.80695,"B16","8","U111","8","mineral","ITALY"
"372","13614",31,64,5,8.3,157,1.1,11.6,209.8,19.2,"WGS84",44.64638,11.4973,"B21","8","U111","8","mineral","ITALY"
"373","13615",31,59,10,11.2,134,1.3,26.7,309.3,21.7,"WGS84",44.75229,11.6514,"B72","E10","U111","8","mineral","ITALY"
"374","13616",37,59,4,20.1,137,1.7,0,216.5,22.6,"WGS84",44.73387,11.67606,"B11","8","U111","8","mineral","ITALY"
"375","13617",28,58,14,13.5,166,1.6,11.3,255,16.3,"WGS84",44.7162,11.65032,"B72","E10","U111","8","mineral","ITALY"
"376","13618",36,37,27,9.8,116,1.2,15.7,221.6,22,"WGS84",44.48264,11.59335,"B11","8","U111","8","mineral","ITALY"
"377","13619",62,37,2,13.3,85,1.6,0,532.2,34.1,"WGS84",44.55476,11.59537,"B11","8","U111","8","mineral","ITALY"
"378","13620",33,52,15,11.9,42,1.2,29.1,224.9,21.2,"WGS84",44.53907,11.46964,"B21","8","U111","8","mineral","ITALY"
"379","13621",29,47,24,26.5,43,2.8,0,168.2,29.4,"WGS84",44.56331,7.87659,"E20","8","U111","8","mineral","ITALY"
